TradeDate,Currency,Fx,OrderTime,AssetClass,Description,Isin,Buy.Sell,Quantity,TradePrice,Proceeds,ClientId,Dom,SoumisCH,SoumisEtr,NonSoumis,cliNbr
2017-09-11,EUR,1.1431,20170911;034037,STK,DBX WORLD FINANCIALS 1C,IE00BM67HL84,VTE,84,14.925,1253.7,U1427234,CH,0,1433.10447,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,DBX WORLD FINANCIALS 1C,IE00BM67HL84,ACH,84,14.925,1253.7," Interactive Brokers, Ldn",INS,0,0,1433.10447,2
2017-09-11,EUR,1.1431,20170911;034037,STK,DEUTSCHE WOHNEN SE,DE000A0HN5C6,VTE,74,35.293,2611.682,U1427234,CH,0,2985.4136942,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,DEUTSCHE WOHNEN SE,DE000A0HN5C6,ACH,74,35.293,2611.682," Interactive Brokers, Ldn",INS,0,0,2985.4136942,2
2017-09-11,EUR,1.1431,20170911;034037,STK,GECINA SA,FR0010040865,VTE,19,134.35,2552.65,U1427234,CH,0,2917.934215,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,GECINA SA,FR0010040865,ACH,19,134.35,2552.65," Interactive Brokers, Ldn",INS,0,0,2917.934215,2
2017-09-11,EUR,1.1431,20170911;034037,STK,KLEPIERRE,FR0000121964,VTE,70,34.468,2412.76,U1427234,CH,0,2758.025956,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,KLEPIERRE,FR0000121964,ACH,70,34.468,2412.76," Interactive Brokers, Ldn",INS,0,0,2758.025956,2
2017-09-11,EUR,1.1431,20170911;034037,STK,KONINKLIJKE AHOLD DELHAIZE N,NL0011794037,VTE,283,15.067,4263.961,U1427234,CH,0,4874.1338191,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,KONINKLIJKE AHOLD DELHAIZE N,NL0011794037,ACH,283,15.067,4263.961," Interactive Brokers, Ldn",INS,0,0,4874.1338191,2
2017-09-11,EUR,1.1431,20170911;034037,STK,RENAULT SA,FR0000131906,VTE,48,77.354,3712.992,U1427234,CH,0,4244.3211552,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,RENAULT SA,FR0000131906,ACH,48,77.354,3712.992," Interactive Brokers, Ldn",INS,0,0,4244.3211552,2
2017-09-11,EUR,1.1431,20170911;034037,STK,ROYAL DUTCH SHELL PLC-A SHS,GB00B03MLX29,VTE,243,23.7,5759.1,U1427234,CH,0,6583.22721,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,ROYAL DUTCH SHELL PLC-A SHS,GB00B03MLX29,ACH,243,23.7,5759.1," Interactive Brokers, Ldn",INS,0,0,6583.22721,2
2017-09-11,EUR,1.1431,20170911;034037,STK,SIEMENS AG-REG,DE0007236101,VTE,37,113.125,4185.625,U1427234,CH,0,4784.5879375,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,SIEMENS AG-REG,DE0007236101,ACH,37,113.125,4185.625," Interactive Brokers, Ldn",INS,0,0,4784.5879375,2
2017-09-11,EUR,1.1431,20170911;034037,STK,SOLVAY SA,BE0003470755,VTE,41,124.725,5113.725,U1427234,CH,0,5845.4990475,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,SOLVAY SA,BE0003470755,ACH,41,124.725,5113.725," Interactive Brokers, Ldn",INS,0,0,5845.4990475,2
2017-09-11,EUR,1.1431,20170911;034037,STK,UNIBAIL-RODAMCO SE,FR0000124711,VTE,21,213.25,4478.25,U1427234,CH,0,5119.087575,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,UNIBAIL-RODAMCO SE,FR0000124711,ACH,21,213.25,4478.25," Interactive Brokers, Ldn",INS,0,0,5119.087575,2
2017-09-11,EUR,1.1431,20170911;034037,STK,VOLKSWAGEN AG-PREF,DE0007664039,VTE,21,133.45,2802.45,U1427234,CH,0,3203.480595,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,VOLKSWAGEN AG-PREF,DE0007664039,ACH,21,133.45,2802.45," Interactive Brokers, Ldn",INS,0,0,3203.480595,2
2017-09-11,EUR,1.1431,20170911;034037,STK,VONOVIA SE,DE000A1ML7J1,VTE,72,36.282,2612.304,U1427234,CH,0,2986.1247024,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,VONOVIA SE,DE000A1ML7J1,ACH,72,36.282,2612.304," Interactive Brokers, Ldn",INS,0,0,2986.1247024,2
2017-09-11,GBP,1.2589,20170911;101922,STK,RECKITT BENCKISER GROUP PLC,GB00B24CGK77,ACH,22,71.03,1562.66,U2202020,CH,0,1967.232674,0,3
2017-09-11,GBP,1.2589,20170911;101922,STK,RECKITT BENCKISER GROUP PLC,GB00B24CGK77,ACH,95,71.03,6747.85,U1427234,CH,0,8494.868365,0,3
2017-09-11,GBP,1.2589,20170911;101922,STK,RECKITT BENCKISER GROUP PLC,GB00B24CGK77,VTE,117,71.03,8310.51," Interactive Brokers, Ldn",INS,0,0,10462.101039,3
2017-09-11,EUR,1.1431,20170911;101924,STK,KONINKLIJKE AHOLD DELHAIZE N,NL0011794037,ACH,11,15.028,165.308,U2202020,CH,0,188.9635748,0,3
2017-09-11,EUR,1.1431,20170911;101924,STK,KONINKLIJKE AHOLD DELHAIZE N,NL0011794037,ACH,168,15.028,2524.704,U1427234,CH,0,2885.9891424,0,3
2017-09-11,EUR,1.1431,20170911;101924,STK,KONINKLIJKE AHOLD DELHAIZE N,NL0011794037,VTE,179,15.028,2690.012," Interactive Brokers, Ldn",INS,0,0,3074.9527172,3
2017-09-11,EUR,1.1431,20170911;101926,STK,SCOR SE,FR0010411983,ACH,52,34.165,1776.58,U2202020,CH,0,2030.808598,0,3
2017-09-11,EUR,1.1431,20170911;101926,STK,SCOR SE,FR0010411983,ACH,219,34.165,7482.14,U1427234,CH,0,8552.834234,0,3
2017-09-11,EUR,1.1431,20170911;101926,STK,SCOR SE,FR0010411983,VTE,271,34.165,9258.72," Interactive Brokers, Ldn",INS,0,0,10583.642832,3
2017-09-11,EUR,1.1431,20170911;101929,STK,RTL GROUP,LU0061462528,ACH,28,62.86,1760.08,U2202020,CH,0,2011.947448,0,3
2017-09-11,EUR,1.1431,20170911;101929,STK,RTL GROUP,LU0061462528,ACH,119,62.86,7480.34,U1427234,CH,0,8550.776654,0,3
2017-09-11,EUR,1.1431,20170911;101929,STK,RTL GROUP,LU0061462528,VTE,147,62.86,9240.42," Interactive Brokers, Ldn",INS,0,0,10562.724102,3
2017-09-11,EUR,1.1431,20170911;112915,STK,ISHARES EURO STOXX 50,IE0008471009,ACH,135,35.405022751,4779.678071429,U2202020,CH,0,5463.65000345049,0,3
2017-09-11,EUR,1.1431,20170911;112915,STK,ISHARES EURO STOXX 50,IE0008471009,ACH,565,35.404994564,20003.821928571,U1427234,CH,0,22866.3688465495,0,3
2017-09-11,EUR,1.1431,20170911;112915,STK,ISHARES EURO STOXX 50,IE0008471009,VTE,700,35.404994564,24783.5," Interactive Brokers, Ldn",INS,0,0,28330.01885,3
2017-09-14,EUR,1.1482,20170914;075605,STK,AIRBUS SE,NL0000235190,ACH,12,70.86,850.32,U2202020,CH,0,976.337424,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,AIRBUS SE,NL0000235190,VTE,12,70.86,850.32," Interactive Brokers, Ldn",INS,0,0,976.337424,2
2017-09-14,EUR,1.1482,20170914;075605,STK,ARKEMA,FR0010313833,ACH,15,96.74,1451.1,U2202020,CH,0,1666.15302,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,ARKEMA,FR0010313833,VTE,15,96.74,1451.1," Interactive Brokers, Ldn",INS,0,0,1666.15302,2
2017-09-14,EUR,1.1482,20170914;075605,STK,ASML HOLDING NV,NL0010273215,ACH,10,134.845,1348.45,U2202020,CH,0,1548.29029,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,ASML HOLDING NV,NL0010273215,VTE,10,134.845,1348.45," Interactive Brokers, Ldn",INS,0,0,1548.29029,2
2017-09-14,GBP,1.2906,20170914;075605,STK,BAE SYSTEMS PLC,GB0002634946,ACH,205,5.9,1209.5,U2202020,CH,0,1560.9807,0,2
2017-09-14,GBP,1.2906,20170914;075605,STK,BAE SYSTEMS PLC,GB0002634946,VTE,205,5.9,1209.5," Interactive Brokers, Ldn",INS,0,0,1560.9807,2
2017-09-14,EUR,1.1482,20170914;075605,STK,BASF SE,DE000BASF111,ACH,14,86.146,1206.044,U2202020,CH,0,1384.7797208,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,BASF SE,DE000BASF111,VTE,14,86.146,1206.044," Interactive Brokers, Ldn",INS,0,0,1384.7797208,2
2017-09-14,EUR,1.1482,20170914;075605,STK,BAYER AG-REG,DE000BAY0017,ACH,11,111.326,1224.586,U2202020,CH,0,1406.0696452,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,BAYER AG-REG,DE000BAY0017,VTE,11,111.326,1224.586," Interactive Brokers, Ldn",INS,0,0,1406.0696452,2
2017-09-14,EUR,1.1482,20170914;075605,STK,BAYERISCHE MOTOREN WERKE AG,DE0005190003,ACH,14,84.36,1181.04,U2202020,CH,0,1356.070128,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,BAYERISCHE MOTOREN WERKE AG,DE0005190003,VTE,14,84.36,1181.04," Interactive Brokers, Ldn",INS,0,0,1356.070128,2
2017-09-14,EUR,1.1482,20170914;075605,STK,BNP PARIBAS,FR0000131104,ACH,17,66.881,1136.977,U2202020,CH,0,1305.4769914,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,BNP PARIBAS,FR0000131104,VTE,17,66.881,1136.977," Interactive Brokers, Ldn",INS,0,0,1305.4769914,2
2017-09-14,GBP,1.2906,20170914;075605,STK,BP PLC,GB0007980591,ACH,181,4.5255,819.1155,U2202020,CH,0,1057.1504643,0,2
2017-09-14,GBP,1.2906,20170914;075605,STK,BP PLC,GB0007980591,VTE,181,4.5255,819.1155," Interactive Brokers, Ldn",INS,0,0,1057.1504643,2
2017-09-14,EUR,1.1482,20170914;075605,STK,CARREFOUR SA,FR0000120172,ACH,57,16.89,962.73,U2202020,CH,0,1105.406586,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,CARREFOUR SA,FR0000120172,VTE,57,16.89,962.73," Interactive Brokers, Ldn",INS,0,0,1105.406586,2
2017-09-14,EUR,1.1482,20170914;075605,STK,DAIMLER AG-REGISTERED SHARES,DE0007100000,ACH,17,65.761,1117.937,U2202020,CH,0,1283.6152634,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,DAIMLER AG-REGISTERED SHARES,DE0007100000,VTE,17,65.761,1117.937," Interactive Brokers, Ldn",INS,0,0,1283.6152634,2
2017-09-14,EUR,1.1482,20170914;075605,STK,DBX WORLD FINANCIALS 1C,IE00BM67HL84,ACH,141,15.33,2161.53,U2202020,CH,0,2481.868746,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,DBX WORLD FINANCIALS 1C,IE00BM67HL84,VTE,141,15.33,2161.53," Interactive Brokers, Ldn",INS,0,0,2481.868746,2
2017-09-14,EUR,1.1482,20170914;075605,STK,DEUTSCHE WOHNEN SE,DE000A0HN5C6,ACH,13,35.527,461.851,U2202020,CH,0,530.2973182,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,DEUTSCHE WOHNEN SE,DE000A0HN5C6,VTE,13,35.527,461.851," Interactive Brokers, Ldn",INS,0,0,530.2973182,2
2017-09-14,EUR,1.1482,20170914;075605,STK,GECINA SA,FR0010040865,ACH,4,133.9,535.6,U2202020,CH,0,614.97592,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,GECINA SA,FR0010040865,VTE,4,133.9,535.6," Interactive Brokers, Ldn",INS,0,0,614.97592,2
2017-09-14,EUR,1.1482,20170914;075605,STK,ISHARES EURO STOXX 50,IE0008471009,ACH,88,35.715,3142.92,U2202020,CH,0,3608.700744,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,ISHARES EURO STOXX 50,IE0008471009,VTE,88,35.715,3142.92," Interactive Brokers, Ldn",INS,0,0,3608.700744,2
2017-09-14,EUR,1.1482,20170914;075605,STK,KLEPIERRE,FR0000121964,ACH,24,33.958,814.992,U2202020,CH,0,935.7738144,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,KLEPIERRE,FR0000121964,VTE,24,33.958,814.992," Interactive Brokers, Ldn",INS,0,0,935.7738144,2
2017-09-14,EUR,1.1482,20170914;075605,STK,KONINKLIJKE AHOLD DELHAIZE N,NL0011794037,ACH,108,15.463,1670.004,U2202020,CH,0,1917.4985928,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,KONINKLIJKE AHOLD DELHAIZE N,NL0011794037,VTE,108,15.463,1670.004," Interactive Brokers, Ldn",INS,0,0,1917.4985928,2
2017-09-14,GBP,1.2906,20170914;075605,STK,RECKITT BENCKISER GROUP PLC,GB00B24CGK77,ACH,16,69.77,1116.32,U2202020,CH,0,1440.722592,0,2
2017-09-14,GBP,1.2906,20170914;075605,STK,RECKITT BENCKISER GROUP PLC,GB00B24CGK77,VTE,16,69.77,1116.32," Interactive Brokers, Ldn",INS,0,0,1440.722592,2
2017-09-14,EUR,1.1482,20170914;075605,STK,RENAULT SA,FR0000131906,ACH,17,79,1343,U2202020,CH,0,1542.0326,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,RENAULT SA,FR0000131906,VTE,17,79,1343," Interactive Brokers, Ldn",INS,0,0,1542.0326,2
2017-09-14,EUR,1.1482,20170914;075605,STK,ROYAL DUTCH SHELL PLC-A SHS,GB00B03MLX29,ACH,82,24.216,1985.712,U2202020,CH,0,2279.9945184,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,ROYAL DUTCH SHELL PLC-A SHS,GB00B03MLX29,VTE,82,24.216,1985.712," Interactive Brokers, Ldn",INS,0,0,2279.9945184,2
2017-09-14,EUR,1.1482,20170914;075605,STK,RTL GROUP,LU0061462528,ACH,19,63.419,1204.961,U2202020,CH,0,1383.5362202,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,RTL GROUP,LU0061462528,VTE,19,63.419,1204.961," Interactive Brokers, Ldn",INS,0,0,1383.5362202,2
2017-09-14,EUR,1.1482,20170914;075605,STK,SCOR SE,FR0010411983,ACH,35,34.585,1210.48,U2202020,CH,0,1389.873136,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,SCOR SE,FR0010411983,VTE,35,34.585,1210.48," Interactive Brokers, Ldn",INS,0,0,1389.873136,2
2017-09-14,EUR,1.1482,20170914;075605,STK,SIEMENS AG-REG,DE0007236101,ACH,7,116.624,816.368,U2202020,CH,0,937.3537376,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,SIEMENS AG-REG,DE0007236101,VTE,7,116.624,816.368," Interactive Brokers, Ldn",INS,0,0,937.3537376,2
2017-09-14,EUR,1.1482,20170914;075605,STK,SOLVAY SA,BE0003470755,ACH,12,126.276,1515.312,U2202020,CH,0,1739.8812384,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,SOLVAY SA,BE0003470755,VTE,12,126.276,1515.312," Interactive Brokers, Ldn",INS,0,0,1739.8812384,2
2017-09-14,EUR,1.1482,20170914;075605,STK,UNIBAIL-RODAMCO SE,FR0000124711,ACH,4,209.95,839.8,U2202020,CH,0,964.25836,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,UNIBAIL-RODAMCO SE,FR0000124711,VTE,4,209.95,839.8," Interactive Brokers, Ldn",INS,0,0,964.25836,2
2017-09-14,EUR,1.1482,20170914;075605,STK,VOLKSWAGEN AG-PREF,DE0007664039,ACH,7,136.776,957.432,U2202020,CH,0,1099.3234224,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,VOLKSWAGEN AG-PREF,DE0007664039,VTE,7,136.776,957.432," Interactive Brokers, Ldn",INS,0,0,1099.3234224,2
2017-09-14,EUR,1.1482,20170914;075605,STK,VONOVIA SE,DE000A1ML7J1,ACH,12,36.298,435.576,U2202020,CH,0,500.1283632,0,2
2017-09-14,EUR,1.1482,20170914;075605,STK,VONOVIA SE,DE000A1ML7J1,VTE,12,36.298,435.576," Interactive Brokers, Ldn",INS,0,0,500.1283632,2
2017-09-14,EUR,1.1482,20170914;075606,STK,AXA SA,FR0000120628,ACH,53,24.733,1310.849,U2202020,CH,0,1505.1168218,0,2
2017-09-14,EUR,1.1482,20170914;075606,STK,AXA SA,FR0000120628,VTE,53,24.733,1310.849," Interactive Brokers, Ldn",INS,0,0,1505.1168218,2
2017-09-14,EUR,1.1482,20170914;075606,STK,COMPAGNIE DE SAINT-GOBAIN,FR0000125007,ACH,21,48.998,1028.958,U2202020,CH,0,1181.4495756,0,2
2017-09-14,EUR,1.1482,20170914;075606,STK,COMPAGNIE DE SAINT-GOBAIN,FR0000125007,VTE,21,48.998,1028.958," Interactive Brokers, Ldn",INS,0,0,1181.4495756,2
2017-09-14,EUR,1.1482,20170914;075606,STK,DASSAULT SYSTEMES SA,FR0000130650,ACH,14,85.771,1200.794,U2202020,CH,0,1378.7516708,0,2
2017-09-14,EUR,1.1482,20170914;075606,STK,DASSAULT SYSTEMES SA,FR0000130650,VTE,14,85.771,1200.794," Interactive Brokers, Ldn",INS,0,0,1378.7516708,2
2017-09-19,EUR,1.1546,20170919;042737,STK,ARKEMA,FR0010313833,ACH,24,99.2,2380.8,U2202020,CH,0,2748.87168,0,3
2017-09-19,EUR,1.1546,20170919;042737,STK,ARKEMA,FR0010313833,ACH,31,99.2,3075.2,U1427234,CH,0,3550.62592,0,3
2017-09-19,EUR,1.1546,20170919;042737,STK,ARKEMA,FR0010313833,VTE,55,99.2,5456," Interactive Brokers, Ldn",INS,0,0,6299.4976,3
2017-09-19,EUR,1.1546,20170919;042737,STK,AXA SA,FR0000120628,ACH,87,24.735007471,2151.94565,U2202020,CH,0,2484.63644749,0,3
2017-09-19,EUR,1.1546,20170919;042737,STK,AXA SA,FR0000120628,ACH,113,24.734994248,2795.05435,U1427234,CH,0,3227.16975251,0,3
2017-09-19,EUR,1.1546,20170919;042737,STK,AXA SA,FR0000120628,VTE,200,24.734994248,4947," Interactive Brokers, Ldn",INS,0,0,5711.8062,3
2017-09-19,GBP,1.3006,20170919;042737,STK,BAE SYSTEMS PLC,GB0002634946,ACH,339,6.21,2105.19,U2202020,CH,0,2738.010114,0,3
2017-09-19,GBP,1.3006,20170919;042737,STK,BAE SYSTEMS PLC,GB0002634946,ACH,440,6.21,2732.4,U1427234,CH,0,3553.75944,0,3
2017-09-19,GBP,1.3006,20170919;042737,STK,BAE SYSTEMS PLC,GB0002634946,VTE,779,6.21,4837.59," Interactive Brokers, Ldn",INS,0,0,6291.769554,3
2017-09-19,EUR,1.1546,20170919;042737,STK,BASF SE,DE000BASF111,ACH,22,87.36,1921.92,U2202020,CH,0,2219.048832,0,3
2017-09-19,EUR,1.1546,20170919;042737,STK,BASF SE,DE000BASF111,ACH,30,87.36,2620.8,U1427234,CH,0,3025.97568,0,3
2017-09-19,EUR,1.1546,20170919;042737,STK,BASF SE,DE000BASF111,VTE,52,87.36,4542.72," Interactive Brokers, Ldn",INS,0,0,5245.024512,3
2017-09-19,GBP,1.3006,20170919;042737,STK,BP PLC,GB0007980591,ACH,299,4.548,1359.852,U2202020,CH,0,1768.6235112,0,3
2017-09-19,GBP,1.3006,20170919;042737,STK,BP PLC,GB0007980591,ACH,387,4.548,1760.076,U1427234,CH,0,2289.1548456,0,3
2017-09-19,GBP,1.3006,20170919;042737,STK,BP PLC,GB0007980591,VTE,686,4.548,3119.928," Interactive Brokers, Ldn",INS,0,0,4057.7783568,3
2017-09-19,EUR,1.1546,20170919;042737,STK,DASSAULT SYSTEMES SA,FR0000130650,ACH,24,85.42,2050.08,U2202020,CH,0,2367.022368,0,3
2017-09-19,EUR,1.1546,20170919;042737,STK,DASSAULT SYSTEMES SA,FR0000130650,ACH,31,85.42,2648.02,U1427234,CH,0,3057.403892,0,3
2017-09-19,EUR,1.1546,20170919;042737,STK,DASSAULT SYSTEMES SA,FR0000130650,VTE,55,85.42,4698.1," Interactive Brokers, Ldn",INS,0,0,5424.42626,3
2017-09-19,EUR,1.1546,20170919;042737,STK,GECINA SA,FR0010040865,ACH,5,133.75,668.75,U2202020,CH,0,772.13875,0,3
2017-09-19,EUR,1.1546,20170919;042737,STK,GECINA SA,FR0010040865,ACH,7,133.75,936.25,U1427234,CH,0,1080.99425,0,3
2017-09-19,EUR,1.1546,20170919;042737,STK,GECINA SA,FR0010040865,VTE,12,133.75,1605," Interactive Brokers, Ldn",INS,0,0,1853.133,3
2017-09-19,EUR,1.1546,20170919;042737,STK,ISHARES EURO STOXX 50,IE0008471009,ACH,100,35.76,3576,U2202020,CH,0,4128.8496,0,3
2017-09-19,EUR,1.1546,20170919;042737,STK,ISHARES EURO STOXX 50,IE0008471009,ACH,130,35.76,4648.8,U1427234,CH,0,5367.50448,0,3
2017-09-19,EUR,1.1546,20170919;042737,STK,ISHARES EURO STOXX 50,IE0008471009,VTE,230,35.76,8224.8," Interactive Brokers, Ldn",INS,0,0,9496.35408,3
2017-09-19,GBP,1.3006,20170919;042737,STK,RECKITT BENCKISER GROUP PLC,GB00B24CGK77,ACH,16,67.91,1086.56,U2202020,CH,0,1413.179936,0,3
2017-09-19,GBP,1.3006,20170919;042737,STK,RECKITT BENCKISER GROUP PLC,GB00B24CGK77,ACH,22,67.91,1494.02,U1427234,CH,0,1943.122412,0,3
2017-09-19,GBP,1.3006,20170919;042737,STK,RECKITT BENCKISER GROUP PLC,GB00B24CGK77,VTE,38,67.91,2580.58," Interactive Brokers, Ldn",INS,0,0,3356.302348,3
2017-09-19,EUR,1.1546,20170919;042737,STK,RENAULT SA,FR0000131906,ACH,28,81.18,2273.04,U2202020,CH,0,2624.451984,0,3
2017-09-19,EUR,1.1546,20170919;042737,STK,RENAULT SA,FR0000131906,ACH,36,81.18,2922.48,U1427234,CH,0,3374.295408,0,3
2017-09-19,EUR,1.1546,20170919;042737,STK,RENAULT SA,FR0000131906,VTE,64,81.18,5195.52," Interactive Brokers, Ldn",INS,0,0,5998.747392,3
2017-09-19,EUR,1.1546,20170919;042737,STK,RTL GROUP,LU0061462528,ACH,21,63.37,1330.77,U2202020,CH,0,1536.507042,0,3
2017-09-19,EUR,1.1546,20170919;042737,STK,RTL GROUP,LU0061462528,ACH,27,63.37,1710.99,U1427234,CH,0,1975.509054,0,3
2017-09-19,EUR,1.1546,20170919;042737,STK,RTL GROUP,LU0061462528,VTE,48,63.37,3041.76," Interactive Brokers, Ldn",INS,0,0,3512.016096,3
2017-09-19,EUR,1.1546,20170919;042737,STK,SCOR SE,FR0010411983,ACH,38,34.075,1294.85,U2202020,CH,0,1495.03381,0,3
2017-09-19,EUR,1.1546,20170919;042737,STK,SCOR SE,FR0010411983,ACH,51,34.075,1737.83,U1427234,CH,0,2006.498518,0,3
2017-09-19,EUR,1.1546,20170919;042737,STK,SCOR SE,FR0010411983,VTE,89,34.075,3032.68," Interactive Brokers, Ldn",INS,0,0,3501.532328,3
2017-09-19,EUR,1.1546,20170919;042737,STK,UNIBAIL-RODAMCO SE,FR0000124711,ACH,6,206.4,1238.4,U2202020,CH,0,1429.85664,0,3
2017-09-19,EUR,1.1546,20170919;042737,STK,UNIBAIL-RODAMCO SE,FR0000124711,ACH,8,206.4,1651.2,U1427234,CH,0,1906.47552,0,3
2017-09-19,EUR,1.1546,20170919;042737,STK,UNIBAIL-RODAMCO SE,FR0000124711,VTE,14,206.4,2889.6," Interactive Brokers, Ldn",INS,0,0,3336.33216,3
2017-09-19,EUR,1.1546,20170919;042738,STK,AIRBUS SE,NL0000235190,ACH,20,73.228,1464.56,U2202020,CH,0,1690.980976,0,3
2017-09-19,EUR,1.1546,20170919;042738,STK,AIRBUS SE,NL0000235190,ACH,26,73.228,1903.928,U1427234,CH,0,2198.2752688,0,3
2017-09-19,EUR,1.1546,20170919;042738,STK,AIRBUS SE,NL0000235190,VTE,46,73.228,3368.488," Interactive Brokers, Ldn",INS,0,0,3889.2562448,3
2017-09-19,EUR,1.1546,20170919;042738,STK,ASML HOLDING NV,NL0010273215,ACH,16,139.895,2238.32,U2202020,CH,0,2584.364272,0,3
2017-09-19,EUR,1.1546,20170919;042738,STK,ASML HOLDING NV,NL0010273215,ACH,21,139.895,2937.795,U1427234,CH,0,3391.978107,0,3
2017-09-19,EUR,1.1546,20170919;042738,STK,ASML HOLDING NV,NL0010273215,VTE,37,139.895,5176.115," Interactive Brokers, Ldn",INS,0,0,5976.342379,3
2017-09-19,EUR,1.1546,20170919;042738,STK,BAYER AG-REG,DE000BAY0017,ACH,17,110.376,1876.392,U2202020,CH,0,2166.4822032,0,3
2017-09-19,EUR,1.1546,20170919;042738,STK,BAYER AG-REG,DE000BAY0017,ACH,23,110.376,2538.648,U1427234,CH,0,2931.1229808,0,3
2017-09-19,EUR,1.1546,20170919;042738,STK,BAYER AG-REG,DE000BAY0017,VTE,40,110.376,4415.04," Interactive Brokers, Ldn",INS,0,0,5097.605184,3
2017-09-19,EUR,1.1546,20170919;042738,STK,BAYERISCHE MOTOREN WERKE AG,DE0005190003,ACH,21,84.521,1774.941,U2202020,CH,0,2049.3468786,0,3
2017-09-19,EUR,1.1546,20170919;042738,STK,BAYERISCHE MOTOREN WERKE AG,DE0005190003,ACH,28,84.521,2366.588,U1427234,CH,0,2732.4625048,0,3
2017-09-19,EUR,1.1546,20170919;042738,STK,BAYERISCHE MOTOREN WERKE AG,DE0005190003,VTE,49,84.521,4141.529," Interactive Brokers, Ldn",INS,0,0,4781.8093834,3
2017-09-19,EUR,1.1546,20170919;042738,STK,BNP PARIBAS,FR0000131104,ACH,28,66.061,1849.708,U2202020,CH,0,2135.6728568,0,3
2017-09-19,EUR,1.1546,20170919;042738,STK,BNP PARIBAS,FR0000131104,ACH,37,66.061,2444.257,U1427234,CH,0,2822.1391322,0,3
2017-09-19,EUR,1.1546,20170919;042738,STK,BNP PARIBAS,FR0000131104,VTE,65,66.061,4293.965," Interactive Brokers, Ldn",INS,0,0,4957.811989,3
2017-09-19,EUR,1.1546,20170919;042738,STK,CARREFOUR SA,FR0000120172,ACH,94,17.028,1600.632,U2202020,CH,0,1848.0897072,0,3
2017-09-19,EUR,1.1546,20170919;042738,STK,CARREFOUR SA,FR0000120172,ACH,122,17.028,2077.416,U1427234,CH,0,2398.5845136,0,3
2017-09-19,EUR,1.1546,20170919;042738,STK,CARREFOUR SA,FR0000120172,VTE,216,17.028,3678.048," Interactive Brokers, Ldn",INS,0,0,4246.6742208,3
2017-09-19,EUR,1.1546,20170919;042738,STK,COMPAGNIE DE SAINT-GOBAIN,FR0000125007,ACH,34,49.215,1673.31,U2202020,CH,0,1932.003726,0,3
2017-09-19,EUR,1.1546,20170919;042738,STK,COMPAGNIE DE SAINT-GOBAIN,FR0000125007,ACH,45,49.215,2214.675,U1427234,CH,0,2557.063755,0,3
2017-09-19,EUR,1.1546,20170919;042738,STK,COMPAGNIE DE SAINT-GOBAIN,FR0000125007,VTE,79,49.215,3887.985," Interactive Brokers, Ldn",INS,0,0,4489.067481,3
2017-09-19,EUR,1.1546,20170919;042738,STK,DAIMLER AG-REGISTERED SHARES,DE0007100000,ACH,28,66.561,1863.708,U2202020,CH,0,2151.8372568,0,3
2017-09-19,EUR,1.1546,20170919;042738,STK,DAIMLER AG-REGISTERED SHARES,DE0007100000,ACH,36,66.561,2396.196,U1427234,CH,0,2766.6479016,0,3
2017-09-19,EUR,1.1546,20170919;042738,STK,DAIMLER AG-REGISTERED SHARES,DE0007100000,VTE,64,66.561,4259.904," Interactive Brokers, Ldn",INS,0,0,4918.4851584,3
